FID,id,fromnode,tonode,leftpolygo,rightpolyg,shape_leng,shape_le_1,the_geom
hti_boundaries_sections_communales_adm3_cnigs_line.52,330,53,30,22,20,0.05269551,0.05269551,"MULTILINESTRING ((-73.87936961199995 18.208165079000082, -73.8800397739999 18.20687668900007, -73.88126100499994 18.20516676300008, -73.88146334599992 18.204580474000068, -73.88131750499991 18.203730134000068, -73.88156893799993 18.20285500400007, -73.88139281399992 18.20230274000005, -73.8807723239999 18.201738849000037, -73.88000006099992 18.20125538700006, -73.87946187199992 18.201125662000038, -73.87889618899993 18.200869372000057, -73.87821665999991 18.20067557300007, -73.87846625299994 18.200089652000088, -73.8783191949999 18.19942000800006, -73.8785061939999 18.19828248500005, -73.87923150099994 18.197229331000074, -73.87932430299992 18.19601888400007, -73.8768772489999 18.192778383000075, -73.8770747239999 18.191478197000038, -73.8777504759999 18.189295176000087, -73.88177765499995 18.18643580300005, -73.8837635559999 18.184883900000045, -73.88683958899992 18.182877500000075, -73.88881579999992 18.181352590000074, -73.88975115999995 18.179966299000057, -73.89056230799991 18.17877806200005, -73.89143268799995 18.177183484000068, -73.89261454699994 18.17568114100004, -73.89309102199991 18.175078344000042, -73.89479554499991 18.17464533800006, -73.89548675999993 18.17446860600006, -73.89589332699995 18.174362285000086, -73.89619705299992 18.174282857000037, -73.8971723279999 18.174035469000046, -73.89815382299992 18.174312157000088, -73.89877671599993 18.174487489000057, -73.90146644499993 18.175243868000052))"
hti_boundaries_sections_communales_adm3_cnigs_line.53,331,57,87,29,20,0.03747363,0.03747363,"MULTILINESTRING ((-73.9625253239999 18.211524755000084, -73.96421219899992 18.214100466000048, -73.96411700099992 18.21740753800009, -73.96511552999993 18.22126282000005, -73.96758700399994 18.222324521000075, -73.96742311899993 18.22444740700007, -73.96232284199994 18.22494400900007, -73.96081774999993 18.226770399000088, -73.96454451599993 18.229863230000092, -73.96871342599991 18.23338321700004, -73.97134006099992 18.23703028500006))"
hti_boundaries_sections_communales_adm3_cnigs_line.54,332,87,99,136,20,0.02287153,0.02287153,"MULTILINESTRING ((-73.97134006099992 18.23703028500006, -73.96732392899992 18.23965658900005, -73.96217889299993 18.24124647600007, -73.95871613799994 18.24461666400009, -73.95458290699992 18.24777522000005, -73.9522579579999 18.249054837000074))"
hti_boundaries_sections_communales_adm3_cnigs_line.55,333,99,59,24,20,0.04258169,0.04258169,"MULTILINESTRING ((-73.9522579579999 18.249054837000074, -73.95007019299993 18.24796746900006, -73.95013704599995 18.24470535800009, -73.94620743999991 18.239171052000074, -73.94224279699995 18.237911092000047, -73.93706736299993 18.236689605000038, -73.93657983599991 18.232882221000068, -73.93213269299991 18.23013723200006, -73.93074982199994 18.224282505000076, -73.92711554599992 18.220114094000053))"
hti_boundaries_sections_communales_adm3_cnigs_line.56,334,106,90,53,21,0.02742414,0.02742414,"MULTILINESTRING ((-72.93021461299992 18.25391517500009, -72.92895059099993 18.25207671900006, -72.92685415699992 18.24947039400007, -72.92559351999995 18.248146859000087, -72.92363059699994 18.247041496000065, -72.92204955599993 18.246428155000046, -72.92070673299992 18.245654727000044, -72.91949104499992 18.24453043500006, -72.91836813399993 18.242765621000046, -72.91613486499995 18.242145144000062, -72.9144635479999 18.241178437000087, -72.91354684299995 18.24115038700006, -72.9122551339999 18.24085623500008, -72.91025495299994 18.24130415600007, -72.90838726099992 18.24253040800005))"
hti_boundaries_sections_communales_adm3_cnigs_line.57,335,90,91,49,21,0.01055162,0.01055162,"MULTILINESTRING ((-72.90838726099992 18.24253040800005, -72.90729508299995 18.24373802300005, -72.9065519099999 18.244217699000046, -72.90489257199994 18.243829159000086, -72.90313952699995 18.24337635800009, -72.90099957699994 18.242865110000082, -72.89917820499994 18.24259224800005, -72.89872250699995 18.24274981800005))"
hti_boundaries_sections_communales_adm3_cnigs_line.58,336,91,82,37,21,0.0106234,0.0106234,"MULTILINESTRING ((-72.89872250699995 18.24274981800005, -72.89693132699995 18.240751772000067, -72.8950206849999 18.239258352000036, -72.89310129799992 18.23771053900009, -72.8910772779999 18.235429906000036))"
hti_boundaries_sections_communales_adm3_cnigs_line.59,337,31,105,79,21,0.10311876,0.10311876,"MULTILINESTRING ((-72.99559926099994 18.176864395000052, -72.99622067899992 18.18369159200006, -72.9961560779999 18.189346300000068, -72.99662953799992 18.19340748400009, -72.9961624039999 18.19540819100007, -72.99526453899995 18.196229950000088, -72.99420431399994 18.19719452000004, -72.99308363499995 18.199305801000037, -72.99197511199992 18.202013410000063, -72.98966100899992 18.202684826000052, -72.98877468499995 18.203316904000076, -72.98842134099993 18.205273614000077, -72.98909417699991 18.20842446800009, -72.98891532599993 18.209181468000054, -72.98805034399993 18.212885394000068, -72.98750533299994 18.215074921000053, -72.9865550259999 18.21632970400009, -72.98509888099994 18.21800376300007, -72.9830199939999 18.219571903000087, -72.98125456399993 18.22100774800009, -72.97943436499992 18.22309348400006, -72.97850908999993 18.224628565000046, -72.9773832969999 18.22715513500009, -72.97716837799993 18.229393349000077, -72.97528397399992 18.231288591000066, -72.97322566499992 18.232694244000072, -72.97137466099991 18.23334310900009, -72.96958052399992 18.233974584000066, -72.9665289209999 18.234610669000062, -72.96469453399993 18.235449403000075, -72.96386676999992 18.23671438100007, -72.96339366699993 18.23837159100009, -72.96326362499991 18.239797526000075, -72.9629315219999 18.242332512000075, -72.96275309899994 18.243848340000056, -72.96180463399992 18.244922259000077, -72.95997443699991 18.245390671000052, -72.9579988349999 18.245351456000037, -72.95640804599992 18.24556036900009, -72.9549013749999 18.24746852700008, -72.95390554399995 18.24934591400006, -72.9522346679999 18.250737292000053, -72.9508784169999 18.251093173000072, -72.94961131799994 18.251106700000037, -72.94852467699991 18.251049897000087, -72.94811280699992 18.251506196000037, -72.94724548099992 18.252093180000088, -72.94675674099994 18.252648003000047))"
hti_boundaries_sections_communales_adm3_cnigs_line.60,338,105,106,52,21,0.01737658,0.01737658,"MULTILINESTRING ((-72.94675674099994 18.252648003000047, -72.94537981899992 18.252353148000054, -72.94350748499994 18.252378198000088, -72.94177410799995 18.252639642000076, -72.93972914499994 18.252870620000067, -72.93758199899992 18.252946844000064, -72.93577791999991 18.25359583700009, -72.9342301229999 18.25415735200005, -72.93311416899991 18.25497640800006, -72.93196133499993 18.254918794000048, -72.9307856609999 18.254400125000075, -72.93021461299992 18.25391517500009))"
hti_boundaries_sections_communales_adm3_cnigs_line.61,339,103,54,62,22,0.05384703,0.05384703,"MULTILINESTRING ((-73.84391610099993 18.251612426000065, -73.84147683599991 18.24861547800009, -73.83851228299994 18.244964612000047, -73.83520023799991 18.24097729500005, -73.83217065699995 18.237199455000052, -73.82713222099994 18.23121332100004, -73.80946725599995 18.210229195000068))"
hti_boundaries_sections_communales_adm3_cnigs_line.62,340,53,63,24,22,0.0288041,0.0288041,"MULTILINESTRING ((-73.87936961199995 18.208165079000082, -73.87842393799991 18.209650631000045, -73.87794823899992 18.210108734000073, -73.87717258999993 18.210149372000046, -73.87657287999991 18.21076946900007, -73.87655091899995 18.21123926000007, -73.8761795179999 18.21165279300004, -73.87538369499993 18.211883044000047, -73.8752720199999 18.213075304000085, -73.87527243099993 18.21307929900007, -73.8753343329999 18.213681207000036, -73.87514025399992 18.214457275000086, -73.87500846699993 18.215830120000078, -73.87509724599994 18.216734340000073, -73.87598046399995 18.217616112000087, -73.87715803999993 18.218318900000043, -73.87792070199993 18.218838460000086, -73.87905449699991 18.22046275100007, -73.87989263799994 18.221009851000076, -73.88122539999995 18.22110798400007, -73.8820645319999 18.221501483000054, -73.88293216699992 18.221877073000087, -73.88336920299992 18.22155426100005, -73.88401482099994 18.22116038200005, -73.8855913829999 18.223067395000044, -73.88605272099994 18.223386308000045, -73.8862380459999 18.223992924000072, -73.88694013999992 18.22511754700008, -73.88824526699995 18.22658918600007))"
hti_boundaries_sections_communales_adm3_cnigs_line.63,341,63,108,70,22,0.05506876,0.05506876,"MULTILINESTRING ((-73.88824526699995 18.22658918600007, -73.88736241599992 18.22711723000009, -73.88595419399991 18.22846460100004, -73.88515688599995 18.22892988500007, -73.8830828959999 18.230860826000082, -73.8843027769999 18.23235900800006, -73.8785234739999 18.236925168000084, -73.87781327599993 18.237065572000063, -73.87748797599994 18.237651133000043, -73.87719672599991 18.238824178000073, -73.8768596999999 18.239753095000083, -73.87644101399991 18.24014827800005, -73.87236946399992 18.240883396000072, -73.86617512499993 18.242274742000063, -73.86464899299995 18.24280790000006, -73.86419397499992 18.24296783400007, -73.86235916699991 18.244420996000088, -73.85917476899994 18.246878216000084, -73.85493488199995 18.25016942400009, -73.85388900499993 18.25101264500006, -73.8533630469999 18.250449230000072, -73.8525880489999 18.250363271000083, -73.8518053759999 18.25143393500008, -73.85180115999992 18.25207558200009, -73.85089789499995 18.252802184000075, -73.84720128599992 18.25542777900006))"
hti_boundaries_sections_communales_adm3_cnigs_line.64,342,108,103,62,22,0.00503772,0.00503772,"MULTILINESTRING ((-73.84720128599992 18.25542777900006, -73.84478038499992 18.252503260000083, -73.84391610099993 18.251612426000065))"
hti_boundaries_sections_communales_adm3_cnigs_line.65,343,96,92,59,23,0.0062842,0.0062842,"MULTILINESTRING ((-72.68240240199992 18.248878216000037, -72.68240206099995 18.248720990000038, -72.68213508899993 18.248255391000043, -72.68173552999991 18.247959498000057, -72.6812032439999 18.247790861000055, -72.6809812969999 18.247621738000078, -72.68089173699991 18.24719820300004, -72.6811564489999 18.24664711400004, -72.68146517499991 18.245968774000062, -72.68168580699995 18.245502489000046, -72.68168487799994 18.245078853000052, -72.68168401199995 18.244697571000074, -72.68128413699992 18.24423217000009, -72.68079607899995 18.244021083000064))"
hti_boundaries_sections_communales_adm3_cnigs_line.66,344,92,83,59,23,0.03050674,0.03050674,"MULTILINESTRING ((-72.68079607899995 18.244021083000064, -72.6803967319999 18.243809896000073, -72.67968759799993 18.24381096500008, -72.67924415899995 18.24372693400005, -72.6788445549999 18.24338859100004, -72.67857765899993 18.24296543400004, -72.67813390299995 18.242711892000045, -72.67711398699993 18.242501661000063, -72.67618344099992 18.242587808000053, -72.67538613999994 18.24280082200005, -72.67498771599992 18.243013259000065, -72.67445545399994 18.242844606000062, -72.67370080499995 18.242294960000038, -72.67308082399995 18.242550124000047, -72.67228306599992 18.242551353000067, -72.67170698599995 18.242594558000064, -72.67188410999995 18.242551921000086, -72.67104174299993 18.24242608500009, -72.67086422699992 18.24229921400007, -72.66385721499995 18.24031852300004, -72.66075183399994 18.238925046000077, -72.66004228999992 18.23871418400006, -72.65906566199993 18.237953080000068, -72.65853368299992 18.23791144800009, -72.6576911649999 18.237700849000078, -72.65706995499994 18.23732047100009, -72.65706938699992 18.237066258000084, -72.65666921999991 18.236431397000047, -72.6565351239999 18.235880885000086, -72.65604688099995 18.235542680000037, -72.65547076999991 18.23554348400006, -72.6548503059999 18.235544377000053, -72.65378755099994 18.236011869000038))"
hti_boundaries_sections_communales_adm3_cnigs_line.67,345,84,85,59,23,0.00011636,0.00011636,"MULTILINESTRING ((-72.65328701299995 18.23613745600005, -72.65328788499994 18.236130277000086, -72.65325596199995 18.236145245000046, -72.65318431799994 18.23616322500004))"
hti_boundaries_sections_communales_adm3_cnigs_line.68,346,85,43,26,23,0.06630191,0.06630191,"MULTILINESTRING ((-72.65318431799994 18.23616322500004, -72.65298846799993 18.23565016200007, -72.65271015999991 18.235258352000074, -72.65216561599993 18.234980673000052, -72.65212197499994 18.234004672000083, -72.65156403199995 18.233320459000083, -72.65114360799993 18.23295399600005, -72.6510609629999 18.232067821000044, -72.65114512499991 18.23143654200004, -72.65087038599995 18.230773862000092, -72.65039813299995 18.230750009000076, -72.6496882589999 18.230822574000058, -72.64910638399994 18.231212862000064, -72.6487057189999 18.23148788800006, -72.64755673499991 18.23117577700009, -72.64706121699993 18.230772263000063, -72.64659095499991 18.230594818000043, -72.64624553199991 18.230274509000083, -72.64608229399994 18.229766621000067, -72.64651582199991 18.229157790000045, -72.64669481199991 18.228500588000088, -72.64604043599991 18.227959664000082, -72.64562173699994 18.227466788000072, -72.64476504499993 18.226507885000046, -72.64477270499992 18.225938884000072, -72.64390216099991 18.226009545000068, -72.64386722799992 18.226496847000078, -72.6431529919999 18.226894520000087, -72.64261434799994 18.226887894000072, -72.64268760999994 18.22635591100004, -72.64267982399991 18.22553387000005, -72.64137082799994 18.225878976000047, -72.64090399299994 18.22544871100007, -72.6416170089999 18.22514142500006, -72.64223569599994 18.22482385400008, -72.6422292929999 18.22389346600005, -72.6417293049999 18.22382410000006, -72.64073559499991 18.223920233000058, -72.64041197699993 18.223383366000064, -72.64058805799993 18.222942955000065, -72.64106912999995 18.22231657000009, -72.64147112299992 18.221942151000064, -72.64126990799991 18.22144291300009, -72.6411742539999 18.221210641000084, -72.64100448399995 18.220798400000092, -72.64073938299993 18.220135737000078, -72.64041917999992 18.219345971000052, -72.64073645799994 18.218247991000055, -72.64101391399993 18.21729391300005, -72.64121427499992 18.216456373000085, -72.6415807699999 18.21590993800004, -72.64089918499991 18.215287395000075, -72.64028073299994 18.21559584700009, -72.63968447899992 18.214251739000076, -72.63970194199993 18.213655859000085, -72.63974576699991 18.212509269000066, -72.6398324349999 18.21028841000009, -72.63984046799993 18.209692413000084, -72.63893501699994 18.209554750000052, -72.6386407789999 18.20754602100004, -72.63972167399993 18.207288326000082, -72.6398697379999 18.206820479000044, -72.63872566899994 18.20545156700007, -72.63869050199992 18.204556946000082, -72.6380846269999 18.20393523900009, -72.63821272799993 18.202843960000052, -72.63781412599991 18.201565496000057, -72.63792629199992 18.200257202000046, -72.6391974739999 18.19849341200006, -72.63895752399992 18.196665959000086, -72.63775736299993 18.19526023600008, -72.63714432699993 18.19446686400005, -72.63672913399995 18.193721079000056, -72.63698849699995 18.19200814000004, -72.63627209499992 18.190472912000075))"
hti_boundaries_sections_communales_adm3_cnigs_line.85,363,122,68,64,28,0.03951368,0.03951368,"MULTILINESTRING ((-72.41106492599994 18.262750353000058, -72.40817262399992 18.261464895000074, -72.40699116299993 18.258911173000058, -72.40326499399993 18.25713571600005, -72.40198327399992 18.254977979000046, -72.39964791599994 18.253122027000074, -72.39883446399995 18.248712844000067, -72.39851178399994 18.244996808000053, -72.39749543399995 18.24152406400009, -72.39758415499995 18.23937591200007, -72.39776056699992 18.237048370000082, -72.39603649899993 18.23414404300007, -72.39512593499995 18.231187569000042, -72.39501038599991 18.230066219000037))"
hti_boundaries_sections_communales_adm3_cnigs_line.69,347,35,97,35,23,0.11507937,0.11507937,"MULTILINESTRING ((-72.70094653799993 18.181991055000083, -72.70096093099994 18.183057123000083, -72.69993994399994 18.184526203000075, -72.69911234199992 18.18566345800008, -72.69984418599995 18.18678318600007, -72.70101719299993 18.18813405500009, -72.7023424759999 18.190128105000042, -72.7019079719999 18.192272666000065, -72.70161065799994 18.193325971000036, -72.70198511399991 18.195037622000086, -72.70244620299991 18.196632821000037, -72.70216990199992 18.198246372000085, -72.70098203799995 18.19946058900007, -72.70097045299991 18.201068277000047, -72.70049352899991 18.202841971000055, -72.70083740299992 18.206883632000086, -72.70228982399993 18.20927665700009, -72.70268299999992 18.21100659500007, -72.70184874899991 18.212640547000092, -72.70241647599994 18.21331571400009, -72.70382383899994 18.21482300400004, -72.70349681199991 18.21597528800004, -72.70248724699991 18.21584570100009, -72.70064009599992 18.215435144000082, -72.7002758459999 18.216541821000078, -72.70019687999991 18.21967515600005, -72.7003854429999 18.22258593300006, -72.69972158299993 18.224194819000047, -72.6980819769999 18.22739971200008, -72.6986128499999 18.22943844300005, -72.7004968089999 18.231376023000053, -72.70234998899991 18.23349383200008, -72.70293374799991 18.23583120400008, -72.70258629599994 18.237091603000067, -72.70242341999995 18.239420017000043, -72.70245361199994 18.243593459000067, -72.70156401799994 18.245822840000073, -72.69942524299995 18.24815469300006, -72.69950733899992 18.24981768400005, -72.70132021899991 18.252142739000078, -72.70411901799991 18.25569902500007, -72.70580274499991 18.259223941000073, -72.70506914099991 18.259657737000055, -72.70289468699991 18.25893609500008, -72.7005025439999 18.257525396000062, -72.69833812599995 18.256767706000062, -72.69591917399993 18.25595274400007, -72.69301513199991 18.25465319200009, -72.6901270159999 18.25286604900009, -72.68762219899992 18.250695094000037, -72.6860212279999 18.249519557000042, -72.68431616299995 18.24906537600009, -72.68343898199993 18.24897959100008))"
hti_boundaries_sections_communales_adm3_cnigs_line.70,348,99,114,136,24,0.01963777,0.01963777,"MULTILINESTRING ((-73.9522579579999 18.249054837000074, -73.95264171299993 18.251316313000075, -73.95262573699995 18.25398219100009, -73.94908608499992 18.254333330000065, -73.9466807789999 18.256371579000074, -73.9424570669999 18.257206825000083, -73.93981222399992 18.25974068900007))"
hti_boundaries_sections_communales_adm3_cnigs_line.71,349,114,63,70,24,0.07034819,0.07034819,"MULTILINESTRING ((-73.93981222399992 18.25974068900007, -73.93861504099993 18.25905622500005, -73.93754351299992 18.259502135000048, -73.93652227199993 18.259451287000047, -73.93393734199992 18.258334330000082, -73.93229393199994 18.257936561000065, -73.93154982999994 18.257426343000077, -73.9312229969999 18.25672871200004, -73.93002434399995 18.25630630200004, -73.92853044399993 18.256207502000052, -73.92780492599991 18.255760621000036, -73.92800837699991 18.254966566000064, -73.92660010299994 18.253259682000078, -73.92338798999992 18.251108871000042, -73.92073214999994 18.25078662900006, -73.9182733589999 18.249200258000087, -73.91657788499992 18.249597349000055, -73.91174495999991 18.24955187100005, -73.9103301319999 18.24892933800004, -73.90936564499992 18.247369425000045, -73.90813805099992 18.24705514100009, -73.90688523699993 18.24774388800006, -73.90618704899993 18.247468754000067, -73.90577028099995 18.24605660600008, -73.90521549199991 18.245538338000074, -73.90417638399992 18.245342564000055, -73.9026579579999 18.24464710300009, -73.9018709579999 18.24496785900004, -73.90091038299994 18.24430268800006, -73.90025319099993 18.24353977700008, -73.89897898699991 18.243116746000055, -73.89862883799992 18.24165075700006, -73.89769810399991 18.240759772000047, -73.89574188499995 18.240513499000087, -73.89414218799993 18.239239071000043, -73.89291725599992 18.238518124000052, -73.8920540389999 18.237428639000086, -73.89234833899991 18.234267387000045, -73.89090868199992 18.23310228300005, -73.89038582199993 18.230550786000038, -73.88824526699995 18.22658918600007))"
